user,user_location_country,user_location_region,user_location_city,destination_distance,search_date,is_mobile,is_package,channel,search_count,checkIn_date,checkOut_date,n_adults,n_children,n_rooms,destination,destination_type,hotel_continent,hotel_country,hotel_market,hotel_category,is_booking
669193,66,392,25778,276.1553,2013-01-11 12:58:40,0,1,9,3,2013-02-06,2013-02-10,2,0,1,8262,1,2,198,384,95,0
922056,133,20,3392,,2013-01-11 12:58:44,0,0,0,1,2013-03-20,2013-03-31,2,0,1,7635,3,2,50,675,70,0
961979,66,174,46995,810.4721,2013-01-11 12:58:49,0,0,9,1,2013-01-20,2013-01-24,1,0,1,8824,1,4,8,118,41,0
1159393,3,65,28685,,2013-01-11 12:58:50,0,0,4,3,2013-05-07,2013-05-09,2,0,1,22683,6,6,144,13,29,0
2297,205,312,10553,2308.889,2013-01-11 12:58:57,0,0,9,1,2013-03-28,2013-03-31,2,0,1,11942,1,4,193,99,93,0
589325,205,354,48951,1144.7196,2013-01-11 12:58:59,0,1,9,1,2013-01-22,2013-01-29,2,0,1,11848,1,2,50,705,90,0
283513,66,226,42300,926.4965,2013-01-11 12:59:05,0,1,2,3,2013-06-30,2013-07-04,2,0,1,11938,1,4,8,126,66,0
54484,205,354,41949,1858.3478,2013-01-11 12:59:11,0,0,9,2,2013-01-20,2013-01-24,2,0,1,8250,1,2,50,628,1,0
630262,66,174,18037,160.9688,2013-01-11 12:59:18,0,0,9,2,2013-03-24,2013-03-27,3,0,1,18790,1,2,50,356,4,0
1073667,205,385,45494,1499.8301,2013-01-11 12:59:27,0,0,0,3,2013-02-02,2013-02-07,2,0,1,4228,3,2,50,699,50,0
725270,66,348,48862,1565.0085,2013-01-11 12:59:33,0,1,9,1,2013-03-03,2013-03-06,2,0,1,11439,1,4,163,1503,75,0
1102597,66,337,6988,1062.3772,2013-01-11 13:00:00,1,0,9,2,2013-03-02,2013-03-05,2,0,1,12495,5,2,50,699,40,0
553794,66,363,49590,,2013-01-11 13:00:09,0,0,2,1,2013-06-15,2013-06-16,2,0,1,8285,1,6,21,32,5,0
653401,66,254,6594,450.2182,2013-01-11 13:00:13,0,0,0,1,2013-04-10,2013-04-12,1,2,7,12190,6,2,50,637,4,1
54484,205,354,41949,1858.3478,2013-01-11 13:00:18,0,0,9,1,2013-09-08,2013-09-11,2,0,1,8250,1,2,50,628,1,0
788363,205,155,8177,2814.6829,2013-01-11 13:00:19,0,1,9,1,2013-04-12,2013-04-22,2,0,1,8791,1,4,8,110,65,0
922056,133,20,3392,,2013-01-11 13:00:22,0,0,0,1,2013-03-20,2013-03-31,2,0,1,7635,3,2,50,675,41,0
1160103,69,675,4559,,2013-01-11 13:00:23,0,1,0,2,2013-09-05,2013-09-08,2,0,1,8788,1,6,77,2,64,0
411592,66,442,35390,49.7503,2013-01-11 13:00:24,0,0,1,3,2013-02-16,2013-02-17,2,0,1,589,1,2,50,712,18,0
440415,66,363,27228,1123.3494,2013-01-11 13:00:24,0,1,9,1,2013-01-23,2013-01-27,2,0,1,8260,1,2,50,701,26,0
1113267,66,314,36846,929.9689,2013-01-11 13:00:28,0,0,9,1,2013-03-07,2013-03-11,6,0,2,44045,3,2,50,701,64,0
1092891,66,348,10837,1543.9119,2013-01-11 13:00:33,0,0,9,1,2013-03-19,2013-03-25,2,0,1,8218,1,2,50,743,19,0
109495,66,153,25263,343.759,2013-01-11 13:00:59,0,0,9,1,2013-04-27,2013-04-28,2,0,1,9913,3,4,8,139,85,0
552998,66,220,4948,1104.2215,2013-01-11 13:01:04,1,0,1,2,2013-04-18,2013-04-22,2,0,1,12233,6,2,50,675,41,0
608596,69,749,51392,,2013-01-11 13:01:14,0,0,9,1,2013-05-30,2013-06-03,3,0,1,18633,6,6,68,275,50,0
283513,66,226,42300,925.4735,2013-01-11 13:01:15,0,1,2,2,2013-02-13,2013-02-17,2,0,1,11938,1,4,8,126,61,0
194309,66,348,48862,1096.204,2013-01-11 13:01:20,0,1,9,2,2013-04-01,2013-04-03,2,3,1,8260,1,2,50,701,64,0
253212,3,66,8845,,2013-01-11 13:01:45,0,0,1,1,2013-01-27,2013-01-31,1,0,1,8815,1,4,196,2034,5,0
283513,66,226,42300,924.9585,2013-01-11 13:01:59,0,1,2,5,2013-02-13,2013-02-17,2,0,1,11938,1,4,8,126,62,0
641719,66,331,40794,1129.9137,2013-01-11 13:02:05,0,0,9,2,2013-03-22,2013-03-25,2,0,1,12439,5,4,8,110,96,0
701147,69,1005,25723,,2013-01-11 13:02:07,0,0,9,1,2013-01-26,2013-01-31,1,0,1,468,1,3,48,153,8,0
253212,3,66,8845,,2013-01-11 13:02:13,0,0,1,3,2013-01-27,2013-01-31,2,0,1,8815,1,4,196,2034,85,0
1120305,66,174,46432,743.5249,2013-01-11 13:02:18,0,1,9,1,2013-07-05,2013-07-11,1,0,1,8288,1,2,198,399,55,0
516138,66,448,24848,2436.3954,2013-01-11 13:02:30,0,1,3,1,2013-04-27,2013-04-27,1,0,1,8279,1,2,50,1230,53,0
140465,66,143,6575,682.5656,2013-01-11 13:02:31,0,0,9,1,2013-01-13,2013-01-20,4,0,2,27079,6,2,50,641,51,0
619291,66,448,16606,1992.5375,2013-01-11 13:02:40,0,1,1,2,2013-08-04,2013-08-08,2,0,1,12206,6,2,50,628,1,0
285320,66,220,19416,2165.9566,2013-01-11 13:02:42,0,1,9,3,2013-03-24,2013-03-27,2,0,1,8250,1,2,50,628,51,0
34509,205,354,41949,517.7962,2013-01-11 13:02:44,0,0,0,3,2013-04-04,2013-04-06,2,0,1,8223,1,2,50,690,10,0
701147,69,1005,25723,,2013-01-11 13:02:51,0,0,9,1,2013-01-26,2013-01-31,1,0,1,468,1,3,48,153,8,0
1174291,3,51,41641,,2013-01-11 13:03:00,0,0,9,1,2013-02-07,2013-02-10,1,0,1,8289,1,6,107,36,36,0
986117,205,135,36086,1203.9774,2013-01-11 13:03:05,0,0,9,1,2013-02-13,2013-02-15,2,2,1,24594,6,2,50,367,48,0
788363,205,155,8177,2804.4413,2013-01-11 13:03:10,0,1,9,1,2013-04-12,2013-04-22,2,0,1,8791,1,4,8,110,66,0
922056,133,20,3392,,2013-01-11 13:03:12,0,0,0,1,2013-03-20,2013-03-31,2,0,1,7635,3,2,50,675,73,0
411592,66,442,35390,50.7681,2013-01-11 13:03:12,0,0,1,1,2013-02-16,2013-02-17,2,0,1,589,1,2,50,712,59,0
148440,205,155,41977,2235.4072,2013-01-11 13:03:14,0,0,1,4,2013-04-13,2013-04-14,4,0,2,8810,1,4,8,1532,0,0
385514,66,174,55926,5790.4776,2013-01-11 13:03:14,0,0,0,5,2013-10-03,2013-10-06,1,0,1,8808,1,6,169,28,99,0
1160103,69,675,4559,,2013-01-11 13:03:15,0,1,0,1,2013-09-05,2013-09-05,2,0,1,8788,1,6,77,2,82,0
122159,66,356,22202,0.1509,2013-01-11 13:03:21,0,0,0,1,2013-02-02,2013-02-03,2,0,1,49611,4,2,50,660,50,0
932428,66,348,48862,3748.4881,2013-01-11 13:03:24,0,0,9,1,2013-01-30,2013-01-31,1,0,1,8797,1,6,144,1450,61,0
212957,66,447,17734,699.0434,2013-01-11 13:03:27,0,0,9,1,2013-01-16,2013-01-17,1,0,1,7244,3,2,198,1635,61,1
1073667,205,385,45494,1498.5984,2013-01-11 13:03:31,0,0,0,3,2013-02-02,2013-02-07,2,0,1,4228,3,2,50,699,5,0
619291,66,448,16606,1991.9634,2013-01-11 13:03:48,0,1,1,3,2013-08-04,2013-08-08,2,0,1,12206,6,2,50,628,1,0
604803,66,442,46296,507.1327,2013-01-11 13:03:49,0,0,1,4,2013-01-11,2013-01-12,2,0,1,12228,6,2,50,411,98,0
1160103,69,675,4559,,2013-01-11 13:03:49,0,1,0,2,2013-09-05,2013-09-08,2,0,1,8788,1,6,77,2,64,0
56578,66,174,47287,6992.9897,2013-01-11 13:03:52,0,0,9,3,2013-03-26,2013-03-27,2,0,1,6061,3,0,34,348,62,0
803681,205,354,48951,4267.6269,2013-01-11 13:03:56,0,0,3,4,2013-07-16,2013-07-18,3,3,1,8785,1,6,105,35,8,0
343581,69,761,41949,,2013-01-11 13:03:57,0,0,9,1,2013-06-22,2013-07-01,2,0,1,12548,5,2,50,212,41,0
901044,66,321,42936,,2013-01-11 13:03:57,0,0,9,1,2013-01-30,2013-02-01,2,1,2,25061,6,2,50,1230,18,1
1070398,77,871,33308,2125.2069,2013-01-11 13:04:15,0,1,9,1,2013-07-08,2013-07-15,2,0,1,11815,1,3,5,1701,61,0
327624,66,174,24103,923.3686,2013-01-11 13:04:15,0,0,1,2,2013-03-29,2013-04-02,1,0,1,8824,1,4,8,118,66,0
552998,66,220,4948,1104.7633,2013-01-11 13:04:20,1,0,1,1,2013-04-18,2013-04-22,2,0,1,12233,6,2,50,675,37,0
613770,66,448,53078,1938.8191,2013-01-11 13:04:23,0,0,1,1,2013-01-19,2013-01-21,1,1,1,565,1,4,8,113,85,0
538515,66,174,52379,,2013-01-11 13:04:27,0,0,9,1,2013-01-13,2013-01-15,1,1,1,8279,1,2,50,1230,4,0
327624,66,174,24103,926.1488,2013-01-11 13:04:29,0,0,1,1,2013-03-29,2013-04-02,1,0,1,8824,1,4,8,118,34,0
927148,198,208,54488,,2013-01-11 13:04:43,1,1,0,4,2013-01-24,2013-01-27,2,0,1,21222,1,3,152,73,27,0
122159,66,356,22202,0.1989,2013-01-11 13:05:01,0,0,0,5,2013-02-02,2013-02-03,2,0,1,49611,4,2,50,660,29,0
433285,205,354,8806,3716.1733,2013-01-11 13:05:09,0,0,9,1,2013-10-01,2013-10-04,2,0,1,8255,1,6,77,20,36,0
347343,66,322,31358,1311.7114,2013-01-11 13:05:13,0,1,9,4,2013-04-16,2013-04-20,2,0,1,8791,1,4,8,110,65,0
1160103,69,675,4559,,2013-01-11 13:05:15,0,1,0,1,2013-09-05,2013-09-08,2,0,1,8788,1,6,77,2,58,0
590834,66,174,46432,386.8772,2013-01-11 13:05:23,0,0,9,1,2013-04-12,2013-04-14,3,0,1,8250,1,2,50,628,88,0
100515,66,331,54953,3995.2086,2013-01-11 13:05:32,0,1,0,1,2013-02-23,2013-03-02,2,0,1,8253,1,6,70,19,2,0
404204,66,174,18885,6008.0794,2013-01-11 13:05:34,0,0,3,2,2013-05-15,2013-05-20,2,1,1,21451,6,6,107,36,9,0
937628,66,467,36345,1450.2487,2013-01-11 13:05:34,0,0,9,1,2013-01-16,2013-01-18,2,0,1,12206,6,2,50,628,54,0
821309,52,43,26072,,2013-01-11 13:05:36,0,0,9,1,2013-06-23,2013-06-24,4,0,1,20059,6,6,170,11,58,0
1030618,205,354,25315,1224.3133,2013-01-11 13:05:40,0,0,2,2,2013-02-10,2013-02-12,1,1,1,32920,4,2,50,407,16,0
412208,70,47,14566,,2013-01-11 13:05:47,0,0,1,1,2013-03-24,2013-03-26,2,1,1,12372,5,2,50,690,49,0
196005,66,189,5113,2277.5872,2013-01-11 13:05:51,0,1,3,4,2013-02-06,2013-02-11,2,0,1,8250,1,2,50,628,24,0
903323,198,208,54488,,2013-01-11 13:05:55,0,0,9,1,2013-01-13,2013-01-14,1,0,1,8226,1,5,100,1446,46,0
58619,205,354,49989,,2013-01-11 13:05:59,0,0,9,1,2013-03-01,2013-03-06,2,1,1,5405,6,4,8,126,5,0
433285,205,354,8806,3715.8855,2013-01-11 13:06:05,0,0,9,3,2013-10-01,2013-10-04,2,0,1,8255,1,6,77,20,99,0
238426,215,788,1640,5922.2788,2013-01-11 13:06:06,1,0,9,2,2013-06-02,2013-06-05,2,0,1,29566,4,6,77,2,10,0
111843,66,348,50386,,2013-01-11 13:06:08,0,1,9,1,2013-08-02,2013-08-09,2,2,1,28499,6,2,50,683,30,0
1133381,215,715,136,285.2247,2013-01-11 13:06:10,0,0,0,1,2013-04-11,2013-04-15,2,0,1,8259,1,4,8,121,97,0
1130219,66,220,2086,4320.5579,2013-01-11 13:06:22,0,0,0,2,2013-02-22,2013-02-25,2,0,1,33651,1,5,194,1528,46,0
1019948,69,761,41949,,2013-01-11 13:06:50,0,0,9,1,2013-01-16,2013-01-18,1,1,1,8745,1,6,204,1452,41,0
1190238,3,66,8845,,2013-01-11 13:06:54,0,0,1,3,2013-02-19,2013-02-21,2,0,1,8254,1,2,50,365,64,0
903323,198,208,54488,,2013-01-11 13:07:07,0,0,9,1,2013-01-13,2013-01-14,1,0,1,8226,1,5,100,1446,46,1
863210,66,293,17552,4577.2367,2013-01-11 13:07:14,1,0,1,1,2013-06-22,2013-06-29,3,3,2,8806,1,6,105,22,5,0
385514,66,174,55926,5790.4776,2013-01-11 13:07:17,0,0,0,1,2013-10-03,2013-10-06,3,0,1,8808,1,6,169,28,99,0
981863,69,758,1361,,2013-01-11 13:07:21,0,0,9,1,2013-06-01,2013-06-03,2,1,1,4203,3,6,70,311,48,0
485864,95,37,46117,,2013-01-11 13:07:24,0,1,3,2,2013-06-19,2013-06-23,2,2,1,8268,1,2,50,682,16,0
56578,66,174,47287,7111.2619,2013-01-11 13:07:28,0,0,9,1,2013-03-27,2013-03-29,2,0,1,8812,1,0,34,85,67,0
715253,66,462,41898,100.5982,2013-01-11 13:07:32,0,1,9,2,2013-07-25,2013-07-29,2,3,1,35532,4,2,50,607,8,0
1080537,66,294,34916,4110.5373,2013-01-11 13:07:42,1,1,9,1,2013-05-27,2013-05-31,2,0,1,8855,1,2,50,213,92,0
595109,66,442,35390,878.4004,2013-01-11 13:07:43,0,1,9,1,2013-03-13,2013-03-17,2,0,1,8810,1,4,8,1532,65,0
399971,66,448,40971,,2013-01-11 13:07:47,0,0,9,1,2013-05-18,2013-05-21,2,0,1,468,1,3,48,153,97,0
225218,146,379,8753,,2013-01-11 13:07:49,0,0,9,3,2013-05-24,2013-05-27,2,0,1,8253,1,6,70,19,85,0
41781,1,318,2096,7432.8009,2013-01-11 13:07:53,0,1,9,1,2013-11-15,2013-11-29,2,0,1,12462,5,3,5,1701,60,0
462955,115,957,17195,,2013-01-11 13:07:56,0,0,9,1,2013-01-14,2013-01-17,1,1,1,8363,6,3,99,47,78,1
58619,205,354,49989,,2013-01-11 13:08:09,0,0,9,1,2013-03-01,2013-03-06,2,1,1,14882,1,4,8,1401,60,0
167547,66,348,13886,,2013-01-11 13:08:18,0,0,2,4,2013-02-13,2013-02-17,1,0,1,9600,1,4,32,1411,75,0
34509,205,354,41949,518.2389,2013-01-11 13:08:34,0,0,0,1,2013-04-04,2013-04-06,2,0,1,8223,1,2,50,690,83,0
324777,66,174,44377,1097.0372,2013-01-11 13:08:40,0,0,1,1,2013-02-11,2013-02-14,1,0,1,26414,6,2,198,399,13,1
1050153,205,354,35024,,2013-01-11 13:08:42,0,1,0,1,2013-02-15,2013-02-21,2,0,1,11373,1,4,128,1455,89,0
148440,205,155,41977,2234.8534,2013-01-11 13:08:58,0,0,1,1,2013-04-13,2013-04-14,4,0,2,8810,1,4,8,1532,87,0
253212,3,66,8845,,2013-01-11 13:09:03,0,0,1,1,2013-01-27,2013-01-31,1,0,1,55877,4,4,196,2034,29,0
309645,66,220,24796,,2013-01-11 13:09:08,0,0,3,1,2013-06-27,2013-07-01,2,0,1,8739,1,6,144,4,64,0
74058,66,348,49455,14.228,2013-01-11 13:09:17,0,0,9,3,2013-01-18,2013-01-19,1,0,1,45626,6,2,50,675,70,0
899630,181,238,14762,,2013-01-11 13:09:19,1,0,9,3,2013-01-18,2013-01-19,1,0,1,12225,6,2,50,701,83,0
122159,66,356,22202,67.4746,2013-01-11 13:09:26,0,0,0,1,2013-02-03,2013-02-04,2,0,1,23404,6,2,50,1179,3,0
1033714,205,135,33644,,2013-01-11 13:09:30,1,0,9,1,2013-02-01,2013-02-03,2,2,1,11813,1,2,198,377,99,0
922056,133,20,3392,,2013-01-11 13:09:31,0,0,0,1,2013-03-20,2013-03-31,2,0,1,7635,3,2,50,675,98,0
148440,205,155,41977,2236.8572,2013-01-11 13:09:39,0,0,1,1,2013-04-13,2013-04-14,4,0,2,8810,1,4,8,1532,15,0
45679,66,356,22202,1744.5495,2013-01-11 13:09:42,0,0,1,6,2013-01-24,2013-01-25,1,0,1,3346,3,2,50,637,91,0
1179528,3,65,35087,,2013-01-11 13:09:44,0,0,4,1,2013-01-14,2013-01-15,2,0,1,21787,6,6,105,29,22,0
1188931,1,395,29254,296.1403,2013-01-11 13:09:47,0,0,0,6,2013-03-04,2013-03-05,1,0,1,13307,4,6,105,22,9,0
619461,195,548,56440,,2013-01-11 13:10:04,0,0,5,1,2013-07-15,2013-07-23,2,3,1,8849,1,0,63,1023,59,0
517577,66,348,52091,706.0007,2013-01-11 13:10:28,0,1,9,1,2013-01-15,2013-01-17,1,0,1,8230,1,2,50,637,42,0
1154606,66,311,53116,,2013-01-11 13:10:34,0,0,1,1,2013-01-11,2013-01-13,2,0,1,25587,1,2,50,225,26,0
343581,69,761,41949,,2013-01-11 13:10:34,0,0,9,1,2013-06-22,2013-07-01,2,0,1,12548,5,2,50,212,33,0
876495,66,462,52482,980.099,2013-01-11 13:10:35,0,0,9,5,2013-02-18,2013-02-23,2,2,1,12175,6,2,50,366,37,0
1033714,205,135,33644,,2013-01-11 13:10:51,1,0,9,2,2013-02-01,2013-02-03,2,2,1,11813,1,2,198,377,42,0
479206,23,78,23092,,2013-01-11 13:11:01,0,0,9,1,2013-02-26,2013-03-01,2,0,1,8744,1,3,106,108,11,0
15841,66,346,31371,0.2364,2013-01-11 13:11:07,0,0,3,1,2013-01-11,2013-01-13,2,0,1,8250,1,2,50,628,1,0
210707,1,390,43151,,2013-01-11 13:11:10,0,1,0,1,2013-03-02,2013-03-09,2,2,1,18094,3,6,105,1817,44,0
377494,69,577,38219,,2013-01-11 13:11:12,0,0,9,2,2013-09-06,2013-09-09,2,0,1,11321,1,2,50,642,32,0
517656,66,447,11723,2470.9122,2013-01-11 13:11:14,0,0,9,1,2013-02-06,2013-02-14,2,0,1,12650,5,4,47,1511,87,0
1016574,66,174,13277,8458.926,2013-01-11 13:11:33,0,0,9,1,2013-02-25,2013-03-06,1,0,1,1014,1,3,92,168,92,0
44864,66,174,36016,,2013-01-11 13:11:43,0,0,1,1,2013-04-23,2013-04-25,2,1,1,12270,6,2,50,663,4,0
1190238,3,66,8845,,2013-01-11 13:11:47,0,0,1,1,2013-02-19,2013-02-21,2,0,1,8254,1,2,50,365,70,0
357294,69,761,41949,,2013-01-11 13:11:49,0,0,9,2,2013-10-23,2013-10-30,2,2,1,8284,1,2,50,685,25,0
899630,181,238,14762,,2013-01-11 13:11:51,1,0,9,1,2013-01-18,2013-01-19,1,0,1,12225,6,2,50,701,48,0
858744,66,348,48862,2.3581,2013-01-11 13:11:56,0,0,9,1,2013-01-15,2013-01-17,1,1,1,1187,3,2,50,675,97,0
1040650,66,153,20706,252.9623,2013-01-11 13:11:56,1,0,9,1,2013-01-11,2013-01-12,2,0,1,8250,1,2,50,628,59,1
433285,205,354,8806,3716.4008,2013-01-11 13:12:01,0,0,9,3,2013-10-01,2013-10-04,2,0,1,8255,1,6,77,20,29,0
1193846,46,10,26750,,2013-01-11 13:12:06,0,0,9,1,2013-02-22,2013-02-24,1,0,1,22089,6,6,46,1089,58,0
168375,198,208,54488,,2013-01-11 13:12:08,0,0,9,2,2013-01-23,2013-01-26,2,0,1,8253,1,6,70,19,97,0
194309,66,348,48862,1093.8237,2013-01-11 13:12:08,0,1,9,1,2013-04-01,2013-04-03,2,3,1,8260,1,2,50,701,41,0
613770,66,448,53078,1942.7192,2013-01-11 13:12:13,0,0,1,1,2013-01-20,2013-01-21,2,1,1,565,1,4,8,113,85,0
10658,3,50,5703,,2013-01-11 13:12:18,0,0,3,1,2013-03-27,2013-03-28,2,1,1,21648,4,2,50,368,83,0
1148961,66,321,42936,,2013-01-11 13:12:19,0,1,9,1,2013-03-08,2013-03-11,2,0,1,11439,1,4,163,1503,52,0
517656,66,447,11723,2430.4115,2013-01-11 13:12:20,0,0,9,2,2013-02-06,2013-02-14,2,0,1,12650,5,4,47,1508,89,0
177944,195,548,56440,,2013-01-11 13:12:20,0,0,9,1,2013-01-14,2013-01-15,1,0,1,12603,5,2,50,365,4,0
1190238,3,66,8845,,2013-01-11 13:12:24,0,0,1,2,2013-02-19,2013-02-21,2,0,1,12214,6,2,50,365,41,0
1016574,66,174,13277,8456.619,2013-01-11 13:12:28,0,1,9,1,2013-03-30,2013-04-09,2,0,1,1014,1,3,92,168,89,0
882430,205,354,45017,,2013-01-11 13:12:29,0,0,0,1,2013-01-28,2013-02-01,1,0,1,12217,6,2,50,365,4,0
41781,1,318,2096,7432.2936,2013-01-11 13:12:40,0,1,9,1,2013-11-21,2013-12-05,2,0,1,11815,1,3,5,1701,82,0
1016574,66,174,13277,8456.619,2013-01-11 13:12:40,0,1,9,2,2013-03-30,2013-04-02,2,0,1,1014,1,3,92,168,89,0
34509,205,354,41949,518.2471,2013-01-11 13:12:41,0,0,0,2,2013-04-04,2013-04-06,2,0,1,8223,1,2,50,690,5,0
1004304,77,462,3492,6852.4861,2013-01-11 13:12:47,0,1,0,2,2013-03-12,2013-03-14,2,0,1,8856,1,2,50,636,92,0
678479,66,220,10345,,2013-01-11 13:12:52,0,0,9,4,2013-01-12,2013-01-13,2,0,1,11321,1,2,50,642,31,0
58653,215,646,51733,2458.7616,2013-01-11 13:12:55,0,0,9,2,2013-02-05,2013-02-06,1,1,1,26414,6,2,198,399,68,0
973225,66,348,7463,51.29,2013-01-11 13:13:00,0,0,9,1,2013-01-18,2013-01-19,2,0,1,8267,1,2,50,675,95,0
992958,1,448,40485,3990.6349,2013-01-11 13:13:00,0,1,1,1,2013-04-25,2013-04-30,2,0,1,8267,1,2,50,675,95,0
785142,66,318,9122,1063.1693,2013-01-11 13:13:08,0,0,9,2,2013-06-10,2013-06-14,2,1,1,11854,1,2,50,700,13,0
666821,66,174,11491,2361.2938,2013-01-11 13:13:09,0,1,9,2,2013-04-03,2013-04-10,3,1,1,8855,1,2,50,213,73,0
194309,66,348,48862,1096.7282,2013-01-11 13:13:09,0,1,9,2,2013-04-01,2013-04-03,2,3,1,8260,1,2,50,701,17,0
52694,66,258,50036,717.6626,2013-01-11 13:13:11,0,0,2,1,2013-01-26,2013-01-29,1,1,1,8267,1,2,50,675,55,0
479206,23,78,23092,,2013-01-11 13:13:16,0,0,9,1,2013-02-26,2013-03-01,2,0,1,8744,1,3,106,108,59,0
139519,66,311,43159,,2013-01-11 13:13:18,1,1,0,1,2013-01-26,2013-02-01,1,0,1,1152,1,4,47,1502,6,0
353614,66,311,25205,2075.5687,2013-01-11 13:13:18,0,1,0,1,2013-01-30,2013-02-06,1,0,1,11625,1,2,50,658,73,0
835367,66,363,36597,492.969,2013-01-11 13:13:23,0,0,9,1,2013-07-03,2013-07-06,2,3,1,27347,6,2,50,638,42,0
87945,66,258,19931,1729.8669,2013-01-11 13:13:23,0,0,9,3,2013-01-21,2013-01-25,1,0,1,12214,6,2,50,365,50,0
1116607,66,184,11740,838.9106,2013-01-11 13:13:25,0,0,9,1,2013-03-14,2013-03-17,2,0,1,6051,3,2,50,365,5,1
15841,66,346,31371,0.2364,2013-01-11 13:13:33,0,0,3,1,2013-01-11,2013-01-13,2,0,1,8250,1,2,50,628,1,1
63558,214,120,608,,2013-01-11 13:13:48,0,1,9,1,2013-07-26,2013-08-02,4,0,2,8746,1,6,105,29,57,0
427509,205,354,2433,,2013-01-11 13:13:48,0,0,9,1,2013-02-03,2013-02-04,1,1,1,8250,1,2,50,628,1,1
669058,66,346,31371,1966.1127,2013-01-11 13:13:49,0,0,9,1,2013-04-11,2013-04-14,4,0,2,14966,1,2,50,588,28,0
1134544,66,337,11026,1537.3713,2013-01-11 13:14:00,0,0,9,1,2013-01-16,2013-01-19,1,1,1,8864,1,4,47,1508,89,0
1057018,77,871,36643,46.1651,2013-01-11 13:14:08,0,0,1,3,2013-02-12,2013-02-13,2,0,1,8849,1,0,63,1023,89,0
1159393,3,65,28685,,2013-01-11 13:14:12,0,0,4,3,2013-05-07,2013-05-09,2,0,1,22683,6,6,144,13,29,0
1050814,66,260,34190,131.8758,2013-01-11 13:14:14,0,0,9,1,2013-01-19,2013-01-20,2,0,1,27472,6,2,50,581,28,0
595109,66,442,35390,879.5491,2013-01-11 13:14:38,0,1,9,1,2013-03-13,2013-03-17,2,0,1,8810,1,4,8,1532,65,0
618895,66,260,56160,1900.8734,2013-01-11 13:14:41,0,1,1,1,2013-04-26,2013-04-30,2,0,1,8279,1,2,50,1230,51,0
106126,66,198,36172,857.7486,2013-01-11 13:14:42,0,1,9,2,2013-07-06,2013-07-12,4,2,1,8268,1,2,50,682,34,0
26639,66,220,2086,2179.4732,2013-01-11 13:14:43,0,1,8,1,2013-02-12,2013-02-16,2,0,1,8250,1,2,50,628,45,0
898458,69,761,41949,,2013-01-11 13:14:47,1,0,9,1,2013-01-12,2013-01-13,1,1,1,8260,1,2,50,701,44,0
141786,66,322,44140,1059.2849,2013-01-11 13:14:56,0,1,3,1,2013-02-01,2013-02-06,2,0,1,529,3,2,50,699,0,0
998933,0,317,56136,8745.67,2013-01-11 13:15:05,0,0,9,3,2013-01-19,2013-01-21,2,0,1,9147,1,2,50,367,96,0
385514,66,174,55926,5791.3694,2013-01-11 13:15:08,0,0,0,1,2013-10-03,2013-10-06,3,0,2,8808,1,6,169,28,85,0
259084,63,480,38276,100.6297,2013-01-11 13:15:14,0,0,9,1,2013-05-24,2013-05-26,2,2,1,1991,3,6,46,799,78,0
932428,66,348,48862,3748.7169,2013-01-11 13:15:22,0,0,9,1,2013-01-30,2013-01-31,1,0,1,8797,1,6,144,1450,5,1
1057018,77,871,36643,47.3164,2013-01-11 13:15:33,0,0,1,2,2013-02-12,2013-02-13,2,0,1,8849,1,0,63,1023,51,0
195004,19,38,47318,,2013-01-11 13:15:34,0,1,9,3,2013-03-22,2013-03-28,2,0,1,8245,1,6,22,245,62,0
251858,23,78,46911,,2013-01-11 13:15:35,0,0,9,1,2013-03-04,2013-03-06,1,0,1,21084,6,3,106,108,37,0
797259,66,318,11119,1874.2427,2013-01-11 13:15:37,0,0,9,1,2013-01-26,2013-01-27,2,0,1,8837,1,2,50,360,2,0
1116618,69,928,48733,,2013-01-11 13:15:38,0,1,1,1,,,3,1,2,8739,1,6,144,4,2,0
1110717,66,348,48862,152.6012,2013-01-11 13:15:41,0,0,1,1,2013-01-15,2013-01-16,1,0,1,8809,1,2,50,698,95,1
404204,66,174,18885,6007.8494,2013-01-11 13:15:50,0,0,3,1,2013-05-15,2013-05-20,2,1,1,21451,6,6,107,36,25,1
809954,66,351,7929,1261.988,2013-01-11 13:15:57,0,1,9,7,2013-03-23,2013-03-28,2,1,1,8791,1,4,8,110,17,0
141786,66,322,44140,1058.4248,2013-01-11 13:16:05,0,1,3,1,2013-02-01,2013-02-06,2,0,1,529,3,2,50,699,70,0
168379,166,0,4290,,2013-01-11 13:16:14,0,0,9,1,2013-02-15,2013-02-19,2,0,1,8260,1,2,50,701,41,0
785142,66,318,9122,1079.4031,2013-01-11 13:16:16,0,0,9,2,2013-06-10,2013-06-14,2,1,1,11854,1,2,50,700,90,0
598322,69,761,41949,,2013-01-11 13:16:19,0,1,9,2,2013-05-26,2013-05-31,5,0,2,8250,1,2,50,628,1,0
803942,198,208,54488,,2013-01-11 13:16:25,0,0,9,1,2013-02-21,2013-02-23,1,1,1,468,1,3,48,153,68,0
618895,66,260,56160,1904.6927,2013-01-11 13:16:26,0,1,1,1,2013-04-26,2013-04-30,2,0,1,8279,1,2,50,1230,10,0
776507,205,354,41495,1954.8954,2013-01-11 13:16:26,0,0,9,1,2013-03-28,2013-03-30,3,1,1,8250,1,2,50,628,88,1
